feature,label
((())((()())(),))
(()(((,))))
(((()(())(,))))
((()((()))(),))
((())((()))()()()()(()())()(())(,))
(()(())(())()((())()()()()(()())()),)
(()(())()()(()(()()()((),))))
(((()()()()(),)))
((())()(())()(()(()((,)))))
(()(()()(()((()((),))))))
((()())(()(()())()()()((())))(),)
((())((()(())(()))(())()((),)))
(()(((())()())(()((()),))))
(((()(())()(())))(()()(,)))
(((())(()))(()())(,))
(()(()()()())(())(()(,)))
(()(()()())((())(),))
((()())((),))
(()()()()()()()()((()()))()()(),)
,
((((())))((())(),))
(()(()()())()()()((),))
((()()()((((())))))((()))()()(),)
(()(())(()())((()),))
(()(()(())()(),))
(((()))(()())()(()(()()))(),)
((()((()()()))(())(()),))
((()())(())(((()))(())()((()())),))
(()()()()()()()()(()(),))
((()(()()))()()((()(()())(,))))
(()(()()())()((())()()()((()),)))
(()(()()())()(())((),))
(((()())()()())()(()())(,))
(()(())((()))()(())()(())()((,)))
((())((()(),)))
(()()()(())(())()(()())()(,))
,
(()()()(()(()()(())()())(((,)))))
(()()()((()()(,))))
,
(()(())((())()()(()()()()((),))))
((((()(()))))((((,)))))
((((()))(()(())()()())),)
((())((())()()((())))(,))
((()()()(()(()))),)
((()()())(()(()))((),))
(()(())()(())(())(()())()((),))
(()()(())()()()()((),))
(()()(,))
(()((()()(()))(()))()(()(),))
(()()()(,))
((()()()(())(),))
((()(()()())()((())()((()),))))
((())()((())()()(()),))
(()()(()()(())()(()()()))()()(,))
(((()())())((()))()(()(),))
(()()(),)
(()(())(()),)
((()()()(),))
((())()()()((,)))
(()()()()(((())())(()),))
((())(()())()()(,))
(()()()(()()())()()(),)
(((()())()(())(()()()),))
(()(()()(()()())(())())((()(),)))
,
((()()()(())()(()(()()()))),)
(()((()()()())(,)))
((())()()()(()()()((()),)))
((()()(())()()((())),))
(()()()(())(()),)
((()()(())(()(()()))())(,))
(()()(())(()()())(()(,)))
(()()()(()())(,))
((()()(())())(),)
(()()(()()())()(()()(,)))
(()(()()())()()((())(()))()()(()),)
((())(((()()(())()())()(,))))
(()()(())()(),)
,
(()((())()(()(())())),)
(((((()()))())()())()()(()(),))
((((())))()()()()((,)))
((())((()((())()))(,)))
(()()()()(())(()())()((,)))
((()(()))()((()()))((()())(()())),)
,
((()()()(()))(())(()())(,))
(((()()(()),)))
,
(()((()()))()()((()(()))()),)
(()(())(((()))()()()((()()()()())(),)))
((())(()())((((()))(,))))
(()((()()))()()()()()(((),)))
,
(((()))(())()()(()(),))
((()()(())())()(),)
((()()()())()((()()()()(,))))
((((()))()()()()()(()()()),))
(()((()())())(,))
(()()()()()(())()()((()())(),))
((()()()()(())()(,)))
(()()()()()(((),)))
(()(()())()()()(),)
(()(()())(()())(()(())()(,)))
(()(()(()),))
(()()((()())())((())())((()()),))
((()()((()))())()()()((),))
(()()((())((()))()((,))))
(()(()()()())(())()(()())((())(()(,))))
(((())(())()()()())((()())())(())(),)
(()()(()()(),))
(()(()()(())()()()())((),))
(((())(())()()(())())()()((),))
((()()(()))()(),)
(()(())()()()()()(),)
((())()()(())(()(()(,))))
((((())))(()())(()()()(),))
(()()(()(())())(())()()(),)
((,))
((())()()(()()()()(()))(()(()(),)))
((()())(((()))()()),)
(()()()(()(()(()()())())())()(,))
((())(()())()(())()(())((())()()),)
(()(()(())(())()()),)
((()())(())(()(,)))
(()()()(()()()())()(())(),)
(()(()()()(),))
(((()))()(()())()()()((),))
(()()()()(()(()(()(())))(),))
,
((()()()()())(())((()()),))
(()(())()(()()(())((()(),))))
((()()()()())()(,))
(()(()()())()(((())()())),)
((())()(()())()()(()()(())(,)))
(()()((()()))(((()))()(,)))
((()())()()(()(()))()(,))
(((),))
((())()()(()())()()()(()(),))
((()(()())())(,))
((())(()()((())()()))(()()),)
(()((()(())(()())()())(()())(,)))
(()()(()((),)))
(()()((()))()((()))()()()(),)
,
(((()))(()())((())()),)
,
(()(())((())()()(()(,))))
((())(())((()()()(()()(()())),)))
(()()((())())()()((),))
(()(()(()))()()()(,))
,
(()()(()())()(()()())()()(()())(()),)
((()(())()()(()))()()()()(,))
(()(()()((((()))())))(()()(())((),)))
((,))
(((())()()()()()),)
(()()()(()(()()))()()()()()(,))
(()()()(()(())((()))()(())()()(()),))
,
(()(()(())()(()())()(((),))))
(()()(()()(())()(()()()(()()))(()),))
((())((()())()()()(()()))(()()),)
(()(,))
((()())((,)))
(()(,))
,
(()(()(()()()(()())))((),))
(()(())(())(()()()()(()()()())),)
(()(()())((())()())()(())(,))
((())(())(())()()()()()()()((,)))
(((()())(()())(()(),)))
((()()()()())()()()(())()()(,))
(()(()())()()()(())()(,))
(()(()())(())(()()())()((,)))
(()(())(()((,))))
((((()())))()((())(()()(())))()(())(),)
(((()()))((),))
((()()()(())(()()))()()((),))
(()(())((((())()))()(,)))
(((())())((())(()()),))
((((()))())(()()((,))))
((()(())()(())())()()(()(())()()()),)
(()()(()),)
(()()()(()()())()(())(),)
,
(((())()())((),))
(()()((())(()()(())))(),)
(()()()()()(())()()()((),))
((((())())()(())(())),)
((()(())()()()(,)))
(()()()(()())(()(,)))
((()(())()())()()(,))
,
(((()())(()()())()),)
(()()()()()(()(),))
((((()(())()(()()())())(),)))
(()()()()(()(())()()(((),))))
((),)
(((()()(()()()((())))())()(,)))
(()()()(())((()))()()(())((,)))
(()()()()(()())(),)
(()()()(())()()()()()((),))
(((())())(())((()))(),)
(()()()(()()()()(()())()(),))
(((()()())(((),))))
((())(())()()()(()(()()())()(,)))
(((())()())(,))
(()()(())(()()((()))()()),)
((,))
(()()()((())(()))()()(,))
((()()((()()(()())()))(,)))
(()()()(()()()((()))())(()())()()(),)
(()()()()()()()((,)))
((()()()()(()())()())()()(())()(((),)))
(((((())())))(())()(()(())()()),)
(()(()()()(),))
((())((())()()()()()()(,)))
(()(())()(()())(())(())(())()(,))
((())()(()()())(())(,))
((()())((())()()(),))
(((())()(())()()(()))()()(,))
(()()()()((())()()),)
,
(()()()()(()(),))
(((())())()()((())((,))))
((()(()))((()))(())(()()())(()()(,)))
((())(),)
((()()),)
(()((()()()))((()))()(((()))),)
(()()()()()()()()(()()()(()))()()(,))
(((()))(),)
,
((())()(())()(,))
((()())(()(()(()))()()(()(,))))
(()()(()()()())()()(()()((),)))
(()()()()((()))()()()(()),)
(((()()(())))()(()())((,)))
((()()((),)))
(()(()())()(())(),)
(()()()()()()(())()(()())(,))
(()(())(()()())(((),)))
(((())()())(())(()())(()),)
((()(()(())()()()),))
((()(()))()((()),))
(((())()(())()()),)
(()()(())(())((()()(),)))
((())(()())()(()())((()())(,)))
((())(())()(())(())(,))
(()()()(())()(()(()))((,)))
,
((())()(((())())()(())(()()())()((,))))
(((()(()))(())()(,)))
(()(())()()()()((())),)
(,)
((()())((()),))
(()()()(())()(()())((()()()),))
((())(((()()))())()()((((()))(,))))
(()(()())()((()())()()()(()())())(),)
(((()))()()()(,))
((()())((()()()()(),)))
((())()()()((),))
(()()(())()()(()()((),)))
(()((()()())()((((),)))))
(()(())(()((())((())()(())),)))
((())()(()(()))()(()()())()(,))
((((())))(,))
(()()(())(,))
((()())((()()))(())((())())(()),)
(((()())()()(())(()()))()((()(,))))
((())()()()(()()(()()))()((,)))
(((()((()))))()((())()),)
,
((()())(())(,))
,
(()(()()(())())((()),))
(()(())(())()(()),)
((())((()))(()())()()((,)))
(()(()(())()()(()))(,))
(()((()()()(()()),)))
(()(()())()(()())()(())()()(),)
((()()),)
(()()(()(())(()())())()()(()),)
(((()())())()(()())(())()()(,))
((()()(),))
(((()())()(()())(),))
(()((()))()(()()()()()(),))
(()(()(())()()(((()))),))
,
(((,)))
((,))
(()()(()()())(())()()(,))
((()(()(()((())())))(,)))
(()(()(()))()()(((,))))
((())()(())()((())()())(,))
(((()))((,)))
(((,)))
(()((()())()()),)
(((()()()())()()(()())()()((,))))
(()(()()())()(()())()()((())()),)
(()()(()()()())()()()()(,))
,
(()(())(())()(())(()()()()((,))))
(()((())(())()()()(())(),))
((()((())())(())(()()))()(,))
((()(()()()(())(()()()))(,)))
((((()())))()((())(())()(()()))(),)
(()(())()((())())()(,))
(()()(()())()(())((()))(())(),)
(()()()(,))
((()()()())(()())(()()()(),))
,
((()())()()()((()),))
(()((()())())(())(()()())()((()),))
,
(()()()()()(()()(())(())()((((,))))))
((()())()((),))
(((()(())())(())((),)))
(()(()()()(()))()()((),))
((()())()()()(()(),))
(()()()()(()()(,)))
((())()((()))()()()()(()),)
((())(())()(,))
(()()()()(()()()()()(()()(,))))
(()()()()(),)
,
((),)
(,)
(((()))(()((()),)))
(()()()()(((())))()()(,))
((())()()(((())))((())(()(())),))
(()((())()()()()),)
((()(()())())(,))
(()()()(())(((()))()(())()())()()(),)
(()((())(),))
(()((()())(())())()(,))
((),)
(()((()()))()(())(,))
((())()()()(()),)
(()()((())(())(()())()())(()())((()),))
(()()()()((()((),))))
(((())(()(())))(()()(()))(),)
(()()()(,))
(()(((()))()(()(),)))
((())()()(())((),))
(()()(()())()()()()()()(((,))))
((())()((()(()))())(()(()),))
(()(()()(()((,)))))
(()(())()()()()(()(,)))
((())(,))
(()()()()()(()()())()(())(()(),))
((,))
,
,
((()()(()()(())))((()))()()()(,))
(((()())()()())(),)
(()(()()((()(,)))))
((())()()()()(,))
(()()()()()()()(())()((())()(((),))))
((()()()()()(())())(,))
((())()((()()))(((())()()))()(())(,))
(((())((())(()))(),))
((())(()()())(((())((())),)))
((,))
((()()(()()))()(())()()()()(),)
((())()()(()()((()()()(),))))
(()()()()()()()()((())())(,))
(()(()((())))(((),)))
,
((((())))()(,))
(()()((())(()))((,)))
(()()((()(())())(()()()))(,))
(()()()()()((()()()))()(()())(()),)
(()(((()((())))),))
(((()()()),))
,
((()(()))(())()(())((())()((),)))
(()()()()(((,))))
(()(()(())(())()(()))(())()()((,)))
(((((()))())(()()(()((()))())(())),))
(()()((())()(()()())())(())(,))
(()()()()()((())()()()(())(())()()),)
(()()(()())()(())((),))
(()((()()()(()))(())()(())(()))((,)))
(()()()()()(())((())(())()((,))))
(()()(())()()()()(()(()))((),))
((()()()(())()())()(()(())()(),))
(()()((()())(())(()()(()()(,)))))
(()(()())()((,)))
(()()()(),)
(()()(()()()(,)))
(()((())()((()())))()()((())(,)))
((())()()(()(()),))
((((()))()())((())),)
(((()))(()())()(())((,)))
(()()()((()(,))))
,
((()(()(()(())(())())()())()()())()(,))
(((()()))()(()()(()))()(()()(,)))
((()()()()(()(())()))(),)
(()()()(())()()()()()()()((),))
((())()()(()()()()(()(,))))
(((()())()()()()()()()(,)))
(((()()))()()(()())(()),)
(()()()()(,))
(()()()(()())((),))
(()(())(()()(((()()()()))))((()),))
((()())(())(()()()())()(()(,)))
((()()()(,)))
((())()()()(())(,))
((())()()(()(()),))
(()()()(())(()()(())(()(,))))
(()(())(()()()()()),)
(()()()()()(()()())()()((()()))((),))
(()((()()()()))()()()()(,))
((())()(()()(,)))
((())()()((,)))
(((())((()()))())()(())((()()(,))))
(()()()(),)
(()()(()(())()()())()()((),))
((()())(()),)
((()(())()()(()((()))()),))
,
(()()()()(())(())(,))
(()(()()())()()()()()()()(),)
((((())())((()()())()())((,))))
((())((,)))
(()()((())(),))
(()((()()(())(())()((())(,)))))
((((())()(()())))()()(,))
(((())(()((,)))))
((())(()(()())(())()()()()()(),))
((()()()()()())()(())(),)
((()())()()()(())()(()(()(,))))
((())((())()(()()()(())()))(,))
((()(()),))
((()(()()))(()(,)))
((()((()))())()((()()))(),)
((())(((())(,))))
(((()()()()))()()(()()(())())()((,)))
(()(())()()()()(())(())(,))
(()()((())())()((),))
(()(((()))(()(()()()()(())()))((,))))
(()((),))
(()()(()(()()()(())()()(()))),)
(()(()(())())()()(())()()(,))
(()()()(()())(()()()(),))
((())()(,))
(()()(((()()()()))(),))
(()(()()()(()()))(,))
(()()()()((()))()(()())(),)
(()((()()(),)))
((()()()(,)))
(()()()()(())(())(),)
((()())()()()(()())()((()))(,))
,
((())((()()())(())()((())))()()(,))
((())()(()(((),))))
(((())(())()(()))()((())()()()(,)))
(()()(())()()()(((,))))
(()(())(())(,))
(()(())()((()((()))))((()))()(),)
(()()(),)
((()(())())()()((()))()(()()()(()))(,))
((()()()(()))(())()()(,))
(()()()((()())(())(())((),)))
((()(()()()))()()()(())(),)
(()(()(())())(),)
((()()()()())(()(())(()(()))(,)))
(()()(()(())(()))()()()()()()()(((,))))
(()()()()()()()((()))()(())()((),))
(()()()(,))
(()((())(()()))()()()()()((,)))
(()((()))()()()(()(())(()),))
(()()()(()()()())()(((,))))
(()((())()()()(())()())()(,))
,
(,)
(()()(()(()(()()))()()())()()(,))
(()()(,))
,
(()(()(()())())()(())()(())((,)))
(()((,)))
(((())()(()()()(()(()))))(()((),)))
(()(,))
((())()()()(()())(())()(),)
,
,
(()(,))
((()())()()()()(())(,))
(()((())()()()())(()()(),))
(((())(())())(((())(,))))
((()())()(())(()(),))
(()()(()(((()))())())(,))
(()()(())(())((())((())())()(()(,))))
(()()()()(()()()()()()),)
((())(())()(())()(()()()()(),))
(()()()(())(,))
(()()((())(()))()((,)))
(()()()()(()()())(,))
,
(()()()()()()(((()))(),))
(((()(())()()())((())))(,))
((()()()()()())(,))
((()((()())()())())(())()(),)
((())()(()())()()()(()())(),)
(()(()(()((,)))))
(()((())(()()))()(()(,)))
(()()(((())()()(()()(())()))),)
(()((())()()()(,)))
(()((())())()()()()(((,))))
,
(()(()()()())(()(),))
(()()(())()()()((,)))
(((()))()()(())(),)
(()(()())(())()(())()((()))(())(),)
(((()))()()()(())(()(()(()))(),))
((()((())))(())()()(())(,))
(()()(()(())(())()()()(()()))((),))
((())((()),))
((,))
(()()()()()()()()()()(()()()()()(),))
((())((())()(()))()()()()()((,)))
(()(()()()(())()((,))))
(()()(())(()())()(((,))))
(()(()(()()()()(()),)))
(()(((()))(())(((),))))
(()()()(()()()()())(()(())()()),)
(()()((()()()))(()())((())()(())),)
(()()()()((())((()))(())()(,)))
(()()()()()(()(,)))
(((,)))
((()()()())()(()((),)))
(()()()()()()()()((,)))
((())((())()()((())(())))()()(),)
((())(()()()()()())(),)
((())()(())()(,))
(()()()((())()),)
(((()()())()()()()()(()(,))))
,
(()()(,))
(()(()())(())()()(,))
(()()(()()(()()()))((()),))
(()(())(,))
(()()()()(((()))())(),)
(()()((()())(()())())()(,))
(((()()()())()((()())))(())()(,))
(()((())()(())()()(()(),)))
(()()()()()()()()()(),)
((())()((())()()()()()),)
(()(()(())(()()(())()())()(,)))
((()(()))(()((()))()()()())(,))
(((()()))(()())(()()()()(),))
(((()()())(()(),)))
,
(()()(())(()()((),)))
,
,
((()(()((())))())(()(,)))
(()()(()())(())()()((()),))
(()((())())(()())((((())()),)))
(()()()()()()((())((,))))
(()((())()(()()()(())()()))()(,))
((()(())()()()(),))
(()()(()(),))
((((()))()(()())()(((,)))))
((())(()())()(())(())()(((())())),)
(((()))(()(()(()))),)
(()()((())()())((()()))((),))
(((()))()((,)))
(()()()(()()())(())()((()()()()),))
(()()()()((()(()))()()())()()((()),))
(()(())()()(())(()()()())()()()(),)
(()()()((((()())(()()())))()())(()(),))
(()(,))
(()(()(),))
(()()(())()(),)
((()()(()())((())))()()()(()()(,)))
(((()()))((()),))
((((,))))
(()()(()()()()()())()()()(,))
(()(())(()())()(()(()()))()(),)
((()()(,)))
,
(((,)))
((()(()))(()(),))
(((,)))
(()((()))()(()()()())((),))
(,)
(()((()))()()()()()()(,))
(()(())()()()((,)))
((()()())()()()()((),))
((()(())()()())()()(,))
(()((()())())((()))(,))
,
,
(()()(((()))()(()),))
(((()(())))()(,))
(((()())()())()()()((()()())())()(,))
((()())(()()()())((,)))
((())(()()()()()())(((),)))
(()()()()()((),))
((,))
((()()()((()(,)))))
(()()((()()()()))((())()())(),)
(()(()(())(()()()()())()())(,))
(()(()(()(()))()(,)))
((())()(())(()(()(),)))
((,))
((())(())()(,))
(((((()()()))))()(()()(,)))
,
((()()())(((()))()())()(()()(())),)
((()(()(()())(,))))
((())()(()()()()(()))(),)
((())()(()()(())),)
(()(())((()())(()())(,)))
((())(()()()()())()(())()()()((,)))
(((()()()()()))((()(),)))
(()(,))
(()()()()()(()(()))(())()(,))
(()()(()(()()()(((())))())()(,)))
(((),))
(()()()(()())((),))
(()(()(()(()))()),)
((((())())()())(),)
((()()()()()((()),)))
((())(()()(((,)))))
((()()()(()()())(()())(()()),))
(()()()()()((()))(,))
(()(())(()(()))(())()()()(())(()),)
,
((()(()()(()(),))))
(((()()()(())()()))(,))
(()()(((()()())((,)))))
,
,
(()(()()()()(((,)))))
(()()()(()(,)))
(((()()()()(()()())()()(())()()(,))))
((()())()()(()(()()()))()(()(,)))
(((()))(()(())())()()(),)
((())()()()()()()(()())()(()),)
((()((()()())()())()())(,))
((())()()((()))()(())()()(,))
((())()()()(())()()((()))(,))
(()(((())())())(((()()()),)))
(()()(()(()(())(())(())()()((,)))))
(()()(,))
(()(())()()((()))(())((),))
(()()()()()()()()()()()()(((),)))
,
(()()()(((())(())))(),)
((()()()(((()))()()(()()((,))))))
((()()(())(()())()(,)))
((())(()()()())(()()()()(()()(()))(,)))
(((()))(()(,)))
(()((())((),)))
((())(())(,))
,
(()()()(()()(())()()(()()))(())()(),)
((()()(())(),))
((()())()()(())()()()()()()()()(,))
(()((,)))
(((()))()(())()(,))
,
(()(()()(())()()((())(()()))(,)))
((()())(())()()((,)))
(()()(())(()((,))))
(()(,))
(()(,))
(()(()()()()())(()(())(),))
,
(()(),)
(()()(()()()())(()())(()),)
(((),))
((())(()(()))(()())(),)
((()())()()()(()()(),))
(()()()()(()(()()))(()()(,)))
((()()())((()()())()())(()((,))))
((()())(()()(())(,)))
((()())()()()()((()())())(),)
((()()(()))((())(())()((())(,))))
(()(),)
(()((())()()())()(()())()()((),))
(()(()()(())())(())(()(()()))()()(,))
(()()()()(())()()()(,))
((()())()()()(())(())()(())()(()),)
(()(()()(())(()))()(,))
((())()(()()(,)))
(()(())(()()()(()()((),))))
(((()))(())(,))
(((()()(())()(()(())))()()(,)))
(((())((,))))
((()()()()(((()))()()),))
((()(())(()()())()()()((()(),))))
(()()()(())((()((())))()()((),)))
(()(())()()(()()),)
(()(())()((,)))
,
((()()((()))((,))))
((())()()((())(((())),)))
(()()()((),))
((,))
(()()((()))()()()()()()((())),)
(()(()(()())())(((,))))
(((())(()))(())()()(()(),))
((())(())()(()()()()()(,)))
(()()()()((,)))
(()(()())()()()(,))
(()(())(()()(())())()((()(((,))))))
(()()()()()((()(,))))
(()()()()()()(())()()()()((())),)
((())(())(()())(())()(())()(()),)
,
(()(())()()()()(()())()()(()()()),)
(()(())()(()()(()()))(()(())(),))
(()()()(,))
(()()()(),)
(()(())(()(()()()()))(,))
(((()))(())()(((())())()()()),)
(()()()()((())()(()(())(,))))
(()((()(())))()(((,))))
(()()(())(()())((()()()()()()),))
(()()()(,))
(()(()())(()((,))))
((())()(())()()()((),))
,
